Date,Day,Simple Cluster,Cluster,Open,High,Low,Close,O - C (D),O - H (D),O - L (D),C - O (D-1)
12/12/18,Wednesday,Rally,Rally,10591,10752.2,10560.8,10737.6,1.38,1.52,-0.29,0.40
13/12/18,Thursday,Choppy,Choppy,10810.75,10838.6,10749.5,10791.55,-0.18,0.26,-0.57,0.68
14/12/18,Friday,Choppy,Choppy,10784.5,10815.75,10752.1,10805.45,0.19,0.29,-0.30,-0.07
17/12/18,Monday,Rally,Flat-Rally,10853.2,10900.35,10844.85,10888.35,0.32,0.43,-0.08,0.44
18/12/18,Tuesday,Rally,Flat-Rally,10850.9,10915.4,10819.1,10908.7,0.53,0.59,-0.29,-0.34
19/12/18,Wednesday,Rally,Rally,10930.55,10985.15,10928,10967.3,0.34,0.50,-0.02,0.20
20/12/18,Thursday,Rally,Rally,10885.2,10962.55,10880.05,10951.7,0.61,0.71,-0.05,-0.75
21/12/18,Friday,Crash,Crash,10944.25,10963.65,10738.65,10754,-1.74,0.18,-1.88,-0.07
24/12/18,Monday,Crash,Crash,10780.9,10782.3,10649.25,10663.5,-1.09,0.01,-1.22,0.25
26/12/18,Wednesday,Rally,Rally,10635.45,10747.5,10534.55,10729.85,0.89,1.05,-0.95,-0.26
27/12/18,Thursday,Choppy,Choppy,10817.9,10834.2,10764.45,10779.8,-0.35,0.15,-0.49,0.82
28/12/18,Friday,Rally,Rally,10820.95,10893.6,10817.15,10859.9,0.36,0.67,-0.04,0.38
31/12/18,Monday,Crash,Crash,10913.2,10923.55,10853.2,10862.55,-0.46,0.09,-0.55,0.49
1/1/19,Tuesday,Rally,Flat-Rally,10881.7,10923.6,10807.1,10910.1,0.26,0.39,-0.69,0.18
2/1/19,Wednesday,Crash,Crash,10868.85,10895.35,10735.05,10792.5,-0.70,0.24,-1.23,-0.38
3/1/19,Thursday,Crash,Crash,10796.8,10814.05,10661.25,10672.25,-1.15,0.16,-1.26,0.04
4/1/19,Friday,Choppy,Choppy,10699.7,10741.05,10628.65,10727.35,0.26,0.39,-0.66,0.26
7/1/19,Monday,Crash,Crash,10804.85,10835.95,10750.15,10771.8,-0.31,0.29,-0.51,0.72
8/1/19,Tuesday,Rally,Rally,10786.25,10818.45,10733.25,10802.15,0.15,0.30,-0.49,0.13
9/1/19,Wednesday,Crash-Rally,Crash-Rally,10862.4,10870.4,10749.4,10855.15,-0.07,0.07,-1.04,0.56
10/1/19,Thursday,Crash,Crash,10859.35,10859.35,10801.8,10821.6,-0.35,0.00,-0.53,0.04
11/1/19,Friday,Crash,Crash,10834.75,10850.15,10739.4,10794.95,-0.37,0.14,-0.88,0.12
14/1/19,Monday,Rally,Crash-Rally,10807,10808,10692.35,10737.6,-0.64,0.01,-1.06,0.11
15/1/19,Tuesday,Rally,Rally,10777.55,10896.95,10777.55,10886.8,1.01,1.11,0.00,0.37
16/1/19,Wednesday,Choppy,Choppy,10899.65,10928.15,10876.9,10890.3,-0.09,0.26,-0.21,0.12
17/1/19,Thursday,Crash-Rally,Crash-Rally,10920.85,10930.65,10844.65,10905.2,-0.14,0.09,-0.70,0.28
18/1/19,Friday,Choppy,Choppy,10914.85,10928.2,10852.2,10906.95,-0.07,0.12,-0.57,0.09
21/1/19,Monday,Rally,Rally,10919.35,10987.45,10885.75,10961.85,0.39,0.62,-0.31,0.11
22/1/19,Tuesday,Crash-Rally,Crash-Rally,10949.8,10949.8,10864.15,10922.75,-0.25,0.00,-0.78,-0.11
23/1/19,Wednesday,Crash,Crash,10931.05,10944.8,10811.95,10831.5,-0.91,0.13,-1.09,0.08
24/1/19,Thursday,Choppy,Choppy,10844.05,10866.6,10798.65,10849.8,0.05,0.21,-0.42,0.12
25/1/19,Friday,Crash,Crash,10859.75,10931.7,10756.45,10780.55,-0.73,0.66,-0.95,0.09
28/1/19,Monday,Crash,Crash,10792.45,10804.45,10630.95,10661.55,-1.21,0.11,-1.50,0.11
29/1/19,Tuesday,Crash-Rally,Crash-Rally,10653.7,10690.35,10583.65,10652.2,-0.01,0.34,-0.66,-0.07
30/1/19,Wednesday,Choppy,Choppy,10702.25,10710.2,10612.85,10651.8,-0.47,0.07,-0.84,0.47
31/1/19,Thursday,Rally,Rally,10690.55,10838.05,10678.55,10830.95,1.31,1.38,-0.11,0.36
1/2/19,Friday,Choppy,Choppy,10851.35,10983.45,10813.45,10893.65,0.39,1.22,-0.35,0.19
4/2/19,Monday,Rally,Flat-Rally,10876.75,10927.9,10814.15,10912.25,0.33,0.47,-0.58,-0.16
5/2/19,Tuesday,Choppy,Choppy,10908.65,10956.7,10886.7,10934.35,0.24,0.44,-0.20,-0.03
6/2/19,Wednesday,Rally,Rally,10965.1,11072.6,10962.7,11062.45,0.89,0.98,-0.02,0.28
7/2/19,Thursday,Choppy,Choppy,11070.45,11118.1,11043.6,11069.4,-0.01,0.43,-0.24,0.07
8/2/19,Friday,Crash,Crash,11023.5,11041.2,10925.45,10943.6,-0.72,0.16,-0.89,-0.41
11/2/19,Monday,Choppy,Choppy,10930.9,10930.9,10857.1,10888.8,-0.39,0.00,-0.68,-0.12
12/2/19,Tuesday,Crash,Crash,10879.7,10910.9,10823.8,10831.4,-0.44,0.29,-0.51,-0.08
13/2/19,Wednesday,Crash,Crash,10870.55,10891.65,10772.1,10793.65,-0.71,0.19,-0.91,0.36
14/2/19,Thursday,Choppy,Choppy,10786.1,10792.7,10718.75,10746.05,-0.37,0.06,-0.62,-0.07
15/2/19,Friday,Crash-Rally,Crash-Rally,10780.25,10785.75,10620.4,10724.4,-0.52,0.05,-1.48,0.32
18/2/19,Monday,Crash,Crash-Flat,10738.65,10759.9,10628.4,10640.95,-0.91,0.20,-1.03,0.13
19/2/19,Tuesday,Rally-Crash,Flat-Rally-Crash,10636.7,10722.85,10585.65,10604.35,-0.30,0.81,-0.48,-0.04
20/2/19,Wednesday,Rally,Flat-Rally,10655.45,10752.7,10646.4,10735.45,0.75,0.91,-0.08,0.48
21/2/19,Thursday,Rally,Rally,10744.1,10808.85,10721.5,10789.85,0.43,0.60,-0.21,0.08
22/2/19,Friday,Rally,Rally-Flat,10782.7,10801.55,10758.4,10791.65,0.08,0.17,-0.23,-0.07
25/2/19,Monday,Rally,Rally,10813.25,10887.1,10788.05,10880.1,0.62,0.68,-0.23,0.20
26/2/19,Tuesday,Rally,Rally,10775.3,10888.75,10729.3,10835.3,0.56,1.05,-0.43,-0.96
27/2/19,Wednesday,Crash,Crash-Flat,10881.2,10939.7,10751.2,10806.65,-0.69,0.54,-1.19,0.42
28/2/19,Thursday,Choppy,Choppy,10865.7,10865.7,10784.85,10792.5,-0.67,0.00,-0.74,0.55
1/3/19,Friday,Crash-Rally,Crash-Rally,10842.65,10877.9,10823.1,10863.5,0.19,0.33,-0.18,0.46
5/3/19,Tuesday,Rally,Rally,10864.85,10994.9,10817,10987.45,1.13,1.20,-0.44,0.01
6/3/19,Wednesday,Choppy,Choppy,11024.85,11062.3,10998.85,11053,0.26,0.34,-0.24,0.34
7/3/19,Thursday,Crash-Rally,Flat-Crash-Rally,11077.95,11089.05,11027.1,11058.2,-0.18,0.10,-0.46,0.23
8/3/19,Friday,Choppy,Choppy,11038.85,11049,11008.95,11035.4,-0.03,0.09,-0.27,-0.17
11/3/19,Monday,Rally,Rally,11068.75,11180.9,11059.85,11168.05,0.90,1.01,-0.08,0.30
12/3/19,Tuesday,Rally,Rally,11231.35,11320.4,11227,11301.2,0.62,0.79,-0.04,0.57
13/3/19,Wednesday,Rally,Rally,11326.2,11352.3,11276.6,11341.7,0.14,0.23,-0.44,0.22
14/3/19,Thursday,Crash,Crash-Flat,11382.5,11383.45,11313.75,11343.25,-0.34,0.01,-0.60,0.36
15/3/19,Friday,Rally,Rally,11376.85,11487,11370.8,11426.85,0.44,0.97,-0.05,0.30
18/3/19,Monday,Crash,Crash-Flat,11473.85,11530.15,11412.5,11462.2,-0.10,0.49,-0.53,0.41
19/3/19,Tuesday,Rally,Rally,11500.3,11543.85,11451.25,11532.4,0.28,0.38,-0.43,0.33
20/3/19,Wednesday,Choppy,Choppy,11553.35,11556.1,11503.1,11521.05,-0.28,0.02,-0.43,0.18
22/3/19,Friday,Crash,Crash-Flat,11549.2,11572.8,11434.55,11456.9,-0.80,0.20,-0.99,0.24
25/3/19,Monday,Crash-Rally,Crash-Rally,11395.65,11395.65,11311.6,11354.25,-0.36,0.00,-0.74,-0.53
26/3/19,Tuesday,Rally,Rally,11375.2,11496.75,11352.45,11483.25,0.95,1.07,-0.20,0.18
27/3/19,Wednesday,Crash,Flat-Crash,11531.45,11546.2,11413,11445.05,-0.75,0.13,-1.03,0.42
28/3/19,Thursday,Rally,Rally,11463.65,11588.5,11452.45,11570,0.93,1.09,-0.10,0.16
29/3/19,Friday,Crash-Rally,Crash-Rally,11625.45,11630.35,11570.15,11623.9,-0.01,0.04,-0.48,0.48
1/4/19,Monday,Rally-Crash,Rally-Crash,11665.2,11738.1,11644.75,11669.15,0.03,0.62,-0.18,0.36
2/4/19,Tuesday,Rally,Flat-Rally,11711.55,11729.35,11655.85,11713.2,0.01,0.15,-0.48,0.36
3/4/19,Wednesday,Crash,Flat-Crash,11735.3,11761,11629.15,11643.95,-0.78,0.22,-0.90,0.19
4/4/19,Thursday,Crash,Flat-Crash,11660.2,11662.55,11559.2,11598,-0.53,0.02,-0.87,0.14
5/4/19,Friday,Rally,Flat-Rally,11638.4,11689.65,11609.5,11665.95,0.24,0.44,-0.25,0.35
8/4/19,Monday,Crash-Rally,Crash-Rally,11704.35,11710.3,11549.1,11604.5,-0.85,0.05,-1.33,0.33
9/4/19,Tuesday,Rally,Rally,11612.05,11683.9,11569.7,11671.95,0.52,0.62,-0.36,0.07
10/4/19,Wednesday,Crash,Flat-Crash,11646.85,11680.05,11571.75,11584.3,-0.54,0.29,-0.64,-0.22
11/4/19,Thursday,Crash-Rally,Flat-Crash-Rally,11592.55,11606.7,11550.55,11596.7,0.04,0.12,-0.36,0.07
12/4/19,Friday,Rally,Flat-Rally,11612.85,11657.35,11578.8,11643.45,0.26,0.38,-0.29,0.14
15/4/19,Monday,Rally,Rally,11667,11704.6,11648.25,11690.35,0.20,0.32,-0.16,0.20
16/4/19,Tuesday,Rally,Rally,11736.2,11810.95,11731.55,11787.15,0.43,0.64,-0.04,0.39
18/4/19,Thursday,Crash,Crash-Flat,11856.15,11856.15,11738.5,11752.8,-0.87,0.00,-0.99,0.59
22/4/19,Monday,Crash,Crash-Flat,11727.05,11727.05,11583.95,11594.45,-1.13,0.00,-1.22,-0.22
23/4/19,Tuesday,Choppy,Choppy,11612.95,11645.95,11564.8,11575.95,-0.32,0.28,-0.41,0.16
24/4/19,Wednesday,Rally,Flat-Rally,11601.5,11740.85,11578.85,11726.15,1.07,1.20,-0.20,0.22
25/4/19,Thursday,Rally,Flat-Rally,11735.7,11796.75,11624.3,11641.8,-0.80,0.52,-0.95,0.08
26/4/19,Friday,Crash-Rally,Crash-Rally,11683.75,11762.9,11661.75,11754.65,0.61,0.68,-0.19,0.36
30/4/19,Tuesday,Crash-Rally,Crash-Rally,11748.75,11756.25,11655.9,11748.15,-0.01,0.06,-0.79,-0.05
2/5/19,Thursday,Choppy,Choppy,11725.55,11789.3,11699.55,11724.75,-0.01,0.54,-0.22,-0.19
3/5/19,Friday,Rally-Crash,Flat-Crash,11722.6,11770.9,11699.35,11712.25,-0.09,0.41,-0.20,-0.02
6/5/19,Monday,Crash,Flat-Crash,11605.8,11632.55,11571.35,11598.25,-0.07,0.23,-0.30,-0.91
7/5/19,Tuesday,Crash,Flat-Crash,11651.5,11657.05,11484.45,11497.9,-1.32,0.05,-1.43,0.46
8/5/19,Wednesday,Crash,Flat-Crash,11478.7,11479.1,11346.95,11359.45,-1.04,0.00,-1.15,-0.17
9/5/19,Thursday,Crash-Rally,Crash-Rally,11322.4,11357.6,11255.05,11301.8,-0.18,0.31,-0.59,-0.33
10/5/19,Friday,Choppy,Choppy,11314.15,11345.8,11251.05,11278.9,-0.31,0.28,-0.56,0.11
13/5/19,Monday,Crash,Flat-Crash,11258.7,11300.2,11125.6,11148.2,-0.98,0.37,-1.18,-0.18
14/5/19,Tuesday,Rally,Flat-Rally,11151.65,11294.75,11108.3,11222.05,0.63,1.28,-0.39,0.03
15/5/19,Wednesday,Crash,Flat-Crash,11271.7,11286.8,11136.95,11157,-1.02,0.13,-1.20,0.44
16/5/19,Thursday,,,11180.35,11281.55,11143.35,11257.1,0.69,0.91,-0.33,0.21
17/5/19,Friday,,,11261.9,,,,,,,
